DOI,Title,Year,First Authors,Affiliation
https://doi.org/10.1002/eap.1682,Satellite sensor requirements for monitoring essential biodiversity variables of coastal ecosystems,2018,"['Muller-Karger, FE', 'Hestir, E', 'Ade, C', 'Turpie, K', 'Roberts, DA', 'Siegel, D', 'Miller, RJ', 'Humm, D', 'Izenberg, N', 'Keller, M', 'Morgan, F', 'Frouin, R', 'Dekker, AG', 'Gardner, R', 'Goodman, J', 'Schaeffer, B', 'Franz, BA', 'Pahlevan, N', 'Mannino, AG', 'Concha, JA', 'Ackleson, SG', 'Cavanaugh, KC', 'Romanou, A', 'Tzortziou, M', 'Boss, ES', 'Pavlick, R', 'Freeman, A', 'Rousseaux, CS', 'Dunne, J', 'Long, MC', 'Klein, E', 'McKinley, GA', 'Goes, J', 'Letelier, R', 'Kavanaugh, M', 'Roffer, M', 'Bracher, A', 'Arrigo, KR', 'Dierssen, H', 'Zhang, XD', 'Davis, FW', 'Best, B', 'Guralnick, R', 'Moisan, J', 'Sosik, HM', 'Kudela, R', 'Mouw, CB', 'Barnard, AH', 'Palacios, S', 'Roesler, C', 'Drakou, EG', 'Appeltans, W', 'Jetz, W']",State University System of Florida
https://doi.org/10.1186/s13567-017-0418-5,Advanced biosensors for detection of pathogens related to livestock and poultry,2017,"['Vidic, J', 'Manzano, M', 'Chang, CM', 'Jaffrezic-Renault, N']",INRAE
https://doi.org/10.1111/ddi.12598,Field-measured variables outperform derived alternatives in Maryland stream biodiversity models,2017,"['Johnston, MR', 'Elmore, AJ', 'Mokany, K', 'Lisk, M', 'Fitzpatrick, MC']",University System of Maryland
https://doi.org/10.1007/s10531-018-1593-z,Phylogenetic conservation prioritization with uncertainty,2018,"['Billionnet, A']",Ecole Nationale Superieure d'Informatique pour l'Industrie et l'Entreprise (ENSIIE)
https://doi.org/10.3167/nc.2017.120202,Why Not the City? Urban Hawk Watching and the End of Nature,2017,"['Hunold, C']",Drexel University
https://doi.org/10.1016/j.biocon.2016.10.033,What do conservation biologists think about their job and working conditions?,2017,"['Ramos, HM', 'Mustafa, M', 'Primack, R', 'Campos-Arceiz, A']",University of Nottingham Malaysia
https://doi.org/10.1002/eap.1438,Integrating field and satellite data for spatially explicit inference on the density of threatened arboreal primates,2017,"['Cavada, N', 'Ciolli, M', 'Rocchini, D', 'Barelli, C', 'Marshall, AR', 'Rovero, F']",University of Trento
https://doi.org/10.1177/0263276417727059,The Science of Listening in Bioacoustics Research: Sensing the Animals' Sounds,2018,"['Vallee, M']",Athabasca University
https://doi.org/10.1002/ece3.3040,"Bring your own camera to the trap: An inexpensive, versatile, and portable triggering system tested on wild hummingbirds",2017,"['Rico-Guevara, A', 'Mickley, J']",University of California System
https://doi.org/10.1016/j.ecolind.2016.11.005,Identification of high nature value grassland with remote sensing and minimal field data,2017,"['Stenzel, S', 'Fassnacht, FE', 'Mack, B', 'Schmidtlein, S']",Helmholtz Association
https://doi.org/10.1002/ecs2.1926,Bayesian networks elucidate interactions between fire and other drivers of terrestrial fauna distributions,2017,"['Hradsky, BA', 'Penman, TD', 'Ababei, D', 'Hanea, A', 'Ritchie, EG', 'York, A', 'Di Stefano, J']",University of Melbourne
https://doi.org/10.1111/ecog.02272,Scale of inference: on the sensitivity of habitat models for wide-ranging marine predators to the resolution of environmental data,2017,"['Scales, KL', 'Hazen, EL', 'Jacox, MG', 'Edwards, CA', 'Boustany, AM', 'Oliver, MJ', 'Bograd, SJ']",University of California System
https://doi.org/10.1002/ecs2.2298,From sample to pixel: multi-scale remote sensing data for upscaling aboveground carbon data in heterogeneous landscapes,2018,"['Lettao, PJ', 'Schwieder, M', 'Potzschner, F', 'Pinto, JRR', 'Teixeira, AMC', 'Pedroni, F', 'Sanchez, M', 'Rogass, C', 'van der Linden, S', 'Bustamante, MMC', 'Hostert, P']",Humboldt University of Berlin
https://doi.org/10.1002/ecy.1645,Three-dimensional habitat structure and landscape genetics: a step forward in estimating functional connectivity,2017,"['Milanesi, P', 'Holderegger, R', 'Bollmann, K', 'Gugerli, F', 'Zellweger, F']",Swiss Ornithological Institute
https://doi.org/10.1080/11263504.2017.1330774,Extreme land-cover and biodiversity change as an outcome of land abandonment on a Mediterranean island (eastern Adriatic),2018,"['Sedlar, Z', 'Alegro, A', 'Radovic, A', 'Brigic, A', 'Hrsak, V']",University of Zagreb
https://doi.org/10.1016/j.ecoser.2018.01.017,Identifying effective approaches for monitoring national natural capital for policy use,2018,"['Norton, LR', 'Smart, SM', 'Maskell, LC', 'Henrys, PA', 'Wood, CM', 'Keith, AM', 'Emmett, BA', 'Cosby, BJ', 'Thomas, A', 'Scholefield, PA', 'Greene, S', 'Morton, RD', 'Rowland, CS']",Lancaster University
https://doi.org/10.4067/S0718-22442018000100155,BIOCULTURAL INTERACTIONS OF THE YAGHAN PEOPLE WITH SEAWEEDS AND MOLLUSKS: FIELD ENVIRONMENTAL PHILOSOPHY APPROACH,2018,"['Ojeda, J', 'Rozzi, R', 'Rosenfeld, S', 'Contador, T', 'Massardo, F', 'Malebran, J', 'Gonzalez-Calderon, J', 'Mansilla, A']",Universidad de Magallanes
https://doi.org/10.3390/su10093308,Monitoring Mediterranean Oak Decline in a Peri-Urban Protected Area Using the NDVI and Sentinel-2 Images: The Case Study of Castelporziano State Natural Reserve,2018,"['Recanatesi, F', 'Giuliani, C', 'Ripa, MN']",Tuscia University
https://doi.org/10.1186/s13717-017-0108-2,"Changes and drivers of afro-alpine forest ecosystem: future trajectories and management strategies in Bale eco-region, Ethiopia",2017,"['Mezgebu, A', 'Workineh, G']",Hawassa University
https://doi.org/10.1093/jpe/rtw106,Relative importance of hydrological variables in predicting the habitat suitability of Euryale ferox Salisb,2018,"['Kim, JY', 'Kim, GY', 'Do, Y', 'Park, HS', 'Joo, GJ']",Pusan National University
https://doi.org/10.1017/S147355041700026X,Solar storms may trigger sperm whale strandings: explanation approaches for multiple strandings in the North Sea in 2016,2018,"['Vanselow, KH', 'Jacobsen, S', 'Hall, C', 'Garthe, S']",University of Kiel
https://doi.org/10.1111/1365-2664.12912,A national-scale model of linear features improves predictions of farmland biodiversity,2017,"['Sullivan, MJP', 'Pearce-Higgins, JW', 'Newson, SE', 'Scholefield, P', 'Brereton, T', 'Oliver, TH']",British Trust for Ornithology
https://doi.org/10.1515/geo-2018-0011,Modelling habitats in karst landscape by integrating remote sensing and topography data,2018,"['Valjavec, MB', 'Ciglic, R', 'Ostir, K', 'Ribeiro, D']",Slovenian Academy of Sciences & Arts (SASA)
https://doi.org/10.1111/1365-2664.13148,Drone-based structure-from-motion photogrammetry captures grassland sward height variability,2018,"['Forsmoo, J', 'Anderson, K', 'Macleod, CJA', 'Wilkinson, ME', 'Brazier, R']",University of Exeter
https://doi.org/10.1134/S0001433817090080,Integration of Satellite Tracking Data and Satellite Images for Detailed Characteristics of Wildlife Habitats,2017,"['Dobrynin, DV', 'Rozhnov, VV', 'Saveliev, AA', 'Sukhova, OV', 'Yachmennikova, AA']",Russian Academy of Sciences
https://doi.org/10.15451/ec2017-08-6.14-1-24,The other side of Ecology: thinking about the human bias in our ecological analyses for biodiversity conservation,2017,"['Lopes, SD']",Universidade Estadual da Paraiba
https://doi.org/10.1016/j.apgeog.2017.07.016,Land change in the central Albertine rift: Insights from analysis and mapping of land use-land cover change in north-western Rwanda,2017,"['Akinyemi, FO']",University of Rwanda
https://doi.org/10.1080/00141844.2017.1368685,In Search of Quolls: Knowledge Making and Entanglement in Zoological Fieldwork,2018,"['Leenders, X']",Western Australian Museum
https://doi.org/10.1016/j.ecolind.2018.08.011,Detection of forest canopy gaps from very high resolution aerial images,2018,"['Nyamgeroh, BB', 'Groen, TA', 'Weir, MJC', 'Dimov, P', 'Zlatanov, T']",University of Twente
https://doi.org/10.3390/rs10020199,An Approach for Foliar Trait Retrieval from Airborne Imaging Spectroscopy of Tropical Forests,2018,"['Martin, RE', 'Chadwick, KD', 'Brodrick, PG', 'Carranza-Jimenez, L', 'Vaughn, NR', 'Asner, GP']",Carnegie Institution for Science
https://doi.org/10.1111/2041-210X.12919,Unmanned aerial systems measure structural habitat features for wildlife across multiple scales,2018,"['Olsoy, PJ', 'Shipley, LA', 'Rachlow, JL', 'Forbey, JS', 'Glenn, NF', 'Burgess, MA', 'Thornton, DH']",Washington State University
https://doi.org/10.1111/1365-2664.13077,Quantifying landscape-level land-use intensity patterns through radar-based remote sensing,2018,"['Howison, RA', 'Piersma, T', 'Kentie, R', 'Hooijmeijer, JCEW', 'Olff, H']",University of Groningen
https://doi.org/10.1016/j.neuropharm.2017.07.036,Modelling the interactions between animal venom peptides and membrane proteins,2017,"['Hung, A', 'Kuyucak, S', 'Schroeder, CI', 'Kaas, Q']",Royal Melbourne Institute of Technology (RMIT)
https://doi.org/10.1016/j.ecolind.2018.01.032,Remote sensing data to assess compositional and structural indicators in dry woodland,2018,"['Campos, VE', 'Gatica, GM', 'Cappa, FM', 'Giannoni, SM', 'Campos, CM']",Universidad Nacional de San Juan
https://doi.org/10.1016/j.foreco.2016.10.032,Two scales are better than one: Monitoring multiple-use northern temperate forests,2017,"['White, MA', 'Cornett, MW', 'Wolter, PT']",Nature Conservancy
https://doi.org/10.1002/ecs2.2331,Three novel methods to estimate abundance of unmarked animals using remote cameras,2018,"['Moeller, AK', 'Lukacs, PM', 'Horne, JS']",University of Montana System
https://doi.org/10.20937/RICA.2017.33.03.01,"EFFECTS OF PRODUCTIVE ACTIVITIES ON THE WATER QUALITY FOR HUMAN CONSUMPTION IN AN ANDEAN BASIN, A CASE STUDY",2017,"['Ruiz, DM', 'Idrobo, JPM', 'Sarmiento, JDO', 'Casas, AF']",Universidad del Cauca
https://doi.org/10.1007/s10641-017-0656-4,Fine-scale movement and activity patterns of Caribbean reef sharks (Carcharhinus perezi) in the Bahamas,2018,"['Shipley, ON', 'Brownscombe, JW', 'Danylchuk, AJ', 'Cooke, SJ', ""O'Shea, OR"", 'Brooks, EJ']",State University of New York (SUNY) System
https://doi.org/10.5751/ACE-01224-130207,Density estimation of sound-producing terrestrial animals using single automatic acoustic recorders and distance sampling,2018,"['Sebastian-Gonzalez, E', 'Camp, RJ', 'Tanimoto, AM', 'de Oliveira, PM', 'Lima, BB', 'Marques, TA', 'Hart, PJ']",University of Hawaii System
https://doi.org/10.1007/s10764-017-0006-6,Extending Ethnoprimatology: Human-Alloprimate Relationships in Managed Settings,2018,"['Palmer, A', 'Malone, N']",University of London
https://doi.org/10.1111/ddi.12563,"On the brink of extinction-Habitat selection of addax and dorcas gazelle across the Tin Toumma desert, Niger",2017,"['Stabach, JA', 'Rabeil, T', 'Turmine, V', 'Wacher, T', 'Mueller, T', 'Leimgruber, P']",Smithsonian Institution
https://doi.org/10.1071/WF16167,Mapping prescribed fire severity in south-east Australian eucalypt forests using modelling and satellite imagery: a case study,2017,"['Loschiavo, J', 'Cirulis, B', 'Zuo, YX', 'Hradsky, BA', 'Di Stefano, J']",University of Melbourne
https://doi.org/10.1016/j.anucene.2017.11.026,"Intelligent intrusion detection system featuring a virtual fence, active intruder detection, classification, tracking, and action recognition",2018,"['Kim, SH', 'Lim, SC', 'Kim, DY']",Sunchon National University
https://doi.org/10.1186/s13570-018-0118-4,A review of potential methods for monitoring rangeland degradation in Libya,2018,"['Al-Bukhari, A', 'Hallett, S', 'Brewer, T']",Cranfield University
https://doi.org/10.1007/s11258-018-0865-8,Reaching new heights: can drones replace current methods to study plant population dynamics?,2018,"['Tay, JYL', 'Erfmeier, A', 'Kalwij, JM']",University of Kiel
https://doi.org/10.1136/bmjgh-2017-000378,Mapping global policy discourse on antimicrobial resistance,2017,"['Wernli, D', 'Jorgensen, PS', 'Morel, CM', 'Carroll, S', 'Harbarth, S', 'Levrat, N', 'Pittet, D']",League of European Research Universities - LERU
https://doi.org/10.15421/2017_45,Spatial dynamic of the agriculture fields towards their shape and size,2017,"['Zhukov, OV', 'Sirovatko, VO', 'Ponomarenko, NO']",Ministry of Education & Science of Ukraine
https://doi.org/10.1002/ece3.2970,Remote sensing-based landscape indicators for the evaluation of threatened-bird habitats in a tropical forest,2017,"['Singh, M', 'Tokola, T', 'Hou, ZY', 'Notarnicola, C']",League of European Research Universities - LERU
https://doi.org/10.1002/ece3.4240,Distance and size matters: A comparison of six wildlife camera traps and their usefulness for wild birds,2018,"['Randler, C', 'Kalb, N']",Eberhard Karls University of Tubingen
https://doi.org/10.1007/s00267-017-0924-2,Characterizing Coastal Ecosystem Service Trade-offs with Future Urban Development in a Tropical City,2017,"['Richards, DR', 'Friess, DA']",National University of Singapore
https://doi.org/10.1016/j.landusepol.2018.07.042,"Dwarf cashew crop expansion in the Brazilian semiarid region: Assessing policy alternatives in Pio IX, Piaui",2018,"['de Alencar, PG', 'de Espindola, GM', 'Carneiro, ELND']",Universidade Federal do Piaui
https://doi.org/10.1080/07038992.2017.1317205,"Relationships among Vegetation Structure, Canopy Composition, and Avian Richness Patterns across an Aspen-Conifer Forest Gradient",2017,"['Swift, CE', 'Vierling, KT', 'Hudak, AT', 'Vierling, LA']",University of Idaho
https://doi.org/10.1177/0309133317744998,"Mapping coral reef environments: A review of historical methods, recent advances and future opportunities",2017,"['Hamylton, SM']",University of Wollongong
https://doi.org/10.1016/j.jag.2018.06.020,LiDAR patch metrics for object-based clustering of forest types in a tropical rainforest,2018,"['Alexander, C', 'Korstjens, AH', 'Usher, G', 'Nowak, MG', 'Fredriksson, G', 'Hill, RA']",Bournemouth University
https://doi.org/10.3390/rs9121220,Deep-learning Versus OBIA for Scattered Shrub Detection with Google Earth Imagery: Ziziphus lotus as Case Study,2017,"['Guirado, E', 'Tabik, S', 'Alcaraz-Segura, D', 'Cabello, J', 'Herrera, F']",Universidad de Almeria
https://doi.org/10.1007/s10021-017-0145-9,From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon,2018,"[""Le Clec'h, S"", 'Jegou, N', 'Decaens, T', 'Dufour, S', 'Grimaldi, M', 'Oszwald, J']",ETH Zurich
https://doi.org/10.1016/j.ecolind.2017.12.009,Does a correlation exist between environmental suitability models and plant population parameters? An experimental approach to measure the influence of disturbances and environmental changes,2018,"['Fois, M', 'Cuena-Lombrana, A', 'Fenu, G', 'Cogoni, D', 'Bacchetta, G']",University of Cagliari
https://doi.org/10.3197/096327118X15251686827723,Abandoning or Reimagining a Cultural Heartland? Understanding and Responding to Rewilding Conflicts in Wales - the Case of the Cambrian Wildwood,2018,"['Wynne-Jones, S', 'Strouts, G', 'Holmes, G']",Bangor University
https://doi.org/10.3390/rs10091403,Mapping Individual Tree Species and Vitality along Urban Road Corridors with LiDAR and Imaging Sensors: Point Density versus View Perspective,2018,"['Wu, JW', 'Yao, W', 'Polewski, P']",Wuhan University
https://doi.org/10.1016/j.isprsjprs.2018.09.012,Mapping underrepresented land cover heterogeneity in arid regions: The Sahara-Sahel example,2018,"['Campos, JC', 'Brito, JC']",Universidade do Porto
https://doi.org/10.1016/j.rse.2018.05.014,Forest species diversity mapping using airborne LiDAR and hyperspectral data in a subtropical forest in China,2018,"['Zhao, YJ', 'Zeng, Y', 'Zheng, ZJ', 'Dong, WX', 'Zhao, D', 'Wu, BF', 'Zhao, QJ']",Chinese Academy of Sciences
https://doi.org/10.1111/fwb.12917,"Decline of a giant salamander assessed with historical records, environmental DNA and multi-scale habitat data",2017,"['Pitt, AL', 'Shinskie, JL', 'Tavano, JJ', 'Hartzell, SM', 'Delahunty, T', 'Spear, SF']",Trinity College
https://doi.org/10.1088/1755-1315/98/1/012035,Important Value of Economic Potency Mangrove Using NDVI Satellite High Resolution Image To Support Eco Tourism Of Pamurbaya Area (Case Study: East Cost of Surabaya),2017,"['Sukojo, BM', 'Hidayat, H', 'Ratnasari, D']",Institut Teknologi Sepuluh Nopember
https://doi.org/10.1038/s41598-017-01582-x,Forest cover mapping in post-Soviet Central Asia using multi-resolution remote sensing imagery,2017,"['Yin, H', 'Khamzina, A', 'Pflugmacher, D', 'Martius, C']",University of Bonn
